GEOGRAPHY,ECODE,AREA_NAME,BAND,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01004222,Tower Hamlets 001A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004223,Tower Hamlets 001B,All,100,0,0,0,0,60,280,150,30,140,200,0,10,970
LSOA,E01004223,Tower Hamlets 001B,A,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,2.5
LSOA,E01004223,Tower Hamlets 001B,B,2.5,0,0,0,0,60,280,80,0,0,70,0,0,490
LSOA,E01004223,Tower Hamlets 001B,C,30,0,0,0,0,0,0,50,0,10,50,0,2.5,140
LSOA,E01004223,Tower Hamlets 001B,D,30,0,0,0,0,0,0,30,10,90,50,0,2.5,190
LSOA,E01004223,Tower Hamlets 001B,E,10,0,0,0,0,0,0,0,30,40,30,0,0,100
LSOA,E01004223,Tower Hamlets 001B,F,30,0,0,0,0,0,2.5,0,0,0,10,0,2.5,40
LSOA,E01004223,Tower Hamlets 001B,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004223,Tower Hamlets 001B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004224,Tower Hamlets 001C,All,50,2.5,0,0,0,130,60,90,20,50,500,10,10,920
LSOA,E01004224,Tower Hamlets 001C,A,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01004224,Tower Hamlets 001C,B,10,0,0,0,0,20,0,40,0,0,30,0,0,110
LSOA,E01004224,Tower Hamlets 001C,C,20,2.5,0,0,0,110,60,50,10,10,110,2.5,0,370
LSOA,E01004224,Tower Hamlets 001C,D,10,0,0,0,0,0,0,0,10,20,240,10,10,290
LSOA,E01004224,Tower Hamlets 001C,E,2.5,0,0,0,0,2.5,0,0,0,20,110,2.5,2.5,130
LSOA,E01004224,Tower Hamlets 001C,F,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01004224,Tower Hamlets 001C,G,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01004224,Tower Hamlets 001C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004225,Tower Hamlets 004A,All,520,130,10,0,0,30,0,0,40,140,310,110,2.5,"1,300"
LSOA,E01004225,Tower Hamlets 004A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004225,Tower Hamlets 004A,B,2.5,0,0,0,0,0,0,0,20,10,0,0,0,30
LSOA,E01004225,Tower Hamlets 004A,C,230,30,0,0,0,20,0,0,20,10,80,50,2.5,440
LSOA,E01004225,Tower Hamlets 004A,D,130,40,10,0,0,10,0,0,0,30,180,40,0,450
LSOA,E01004225,Tower Hamlets 004A,E,160,70,0,0,0,0,0,0,0,90,40,10,0,370
LSOA,E01004225,Tower Hamlets 004A,F,2.5,0,0,0,0,0,0,0,0,2.5,10,10,0,20
LSOA,E01004225,Tower Hamlets 004A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004225,Tower Hamlets 004A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004226,Tower Hamlets 001D,All,80,2.5,2.5,0,40,90,280,40,10,90,80,200,10,910
LSOA,E01004226,Tower Hamlets 001D,A,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01004226,Tower Hamlets 001D,B,10,0,0,0,2.5,50,130,2.5,0,0,10,0,0,210
LSOA,E01004226,Tower Hamlets 001D,C,30,0,2.5,0,30,40,150,0,10,40,30,80,2.5,420
LSOA,E01004226,Tower Hamlets 001D,D,10,0,0,0,2.5,0,0,30,0,50,30,80,10,200
LSOA,E01004226,Tower Hamlets 001D,E,30,2.5,0,0,0,0,0,0,0,2.5,2.5,40,2.5,70
LSOA,E01004226,Tower Hamlets 001D,F,2.5,0,0,0,0,0,0,0,0,0,0,10,0,10
LSOA,E01004226,Tower Hamlets 001D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004226,Tower Hamlets 001D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004228,Tower Hamlets 003A,All,510,10,0,0,2.5,0,2.5,140,50,40,70,10,10,840
LSOA,E01004228,Tower Hamlets 003A,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004228,Tower Hamlets 003A,B,30,0,0,0,0,0,0,40,30,2.5,2.5,10,2.5,100
LSOA,E01004228,Tower Hamlets 003A,C,120,0,0,0,0,0,0,80,10,10,30,2.5,10,250
LSOA,E01004228,Tower Hamlets 003A,D,40,0,0,0,2.5,0,0,20,10,30,30,2.5,0,120
LSOA,E01004228,Tower Hamlets 003A,E,300,10,0,0,0,0,0,2.5,2.5,10,20,2.5,0,330
LSOA,E01004228,Tower Hamlets 003A,F,30,2.5,0,0,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01004228,Tower Hamlets 003A,G,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01004228,Tower Hamlets 003A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004229,Tower Hamlets 004C,All,130,0,20,20,10,10,2.5,310,20,40,10,2.5,2.5,550
LSOA,E01004229,Tower Hamlets 004C,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004229,Tower Hamlets 004C,B,2.5,0,10,0,0,0,0,70,2.5,0,0,0,0,90
LSOA,E01004229,Tower Hamlets 004C,C,30,0,2.5,20,0,2.5,2.5,240,2.5,40,2.5,0,2.5,330
LSOA,E01004229,Tower Hamlets 004C,D,20,0,0,0,10,2.5,0,0,10,2.5,0,0,2.5,50
LSOA,E01004229,Tower Hamlets 004C,E,20,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,30
LSOA,E01004229,Tower Hamlets 004C,F,40,0,2.5,2.5,0,0,0,0,0,2.5,0,2.5,0,50
LSOA,E01004229,Tower Hamlets 004C,G,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01004229,Tower Hamlets 004C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004230,Tower Hamlets 003B,All,290,10,0,50,30,60,150,120,20,40,40,2.5,2.5,810
LSOA,E01004230,Tower Hamlets 003B,A,10,0,0,0,0,0,0,0,0,0,0,0,2.5,10
LSOA,E01004230,Tower Hamlets 003B,B,10,2.5,0,10,10,10,10,10,0,0,0,0,0,70
LSOA,E01004230,Tower Hamlets 003B,C,90,2.5,0,40,10,50,130,110,10,40,2.5,2.5,0,480
LSOA,E01004230,Tower Hamlets 003B,D,40,0,0,0,0,0,10,2.5,10,2.5,20,0,0,80
LSOA,E01004230,Tower Hamlets 003B,E,140,2.5,0,0,0,0,2.5,0,2.5,0,10,0,2.5,160
LSOA,E01004230,Tower Hamlets 003B,F,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01004230,Tower Hamlets 003B,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004230,Tower Hamlets 003B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004231,Tower Hamlets 004D,All,60,0,30,50,0,90,0,330,0,0,100,0,0,670
LSOA,E01004231,Tower Hamlets 004D,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004231,Tower Hamlets 004D,B,10,0,0,0,0,2.5,0,90,0,0,0,0,0,100
LSOA,E01004231,Tower Hamlets 004D,C,10,0,30,40,0,80,0,250,0,0,20,0,0,410
LSOA,E01004231,Tower Hamlets 004D,D,2.5,0,0,20,0,10,0,0,0,0,70,0,0,90
LSOA,E01004231,Tower Hamlets 004D,E,10,0,0,2.5,0,0,0,0,0,0,20,0,0,30
LSOA,E01004231,Tower Hamlets 004D,F,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01004231,Tower Hamlets 004D,G,20,0,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01004231,Tower Hamlets 004D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004232,Tower Hamlets 003C,All,440,10,0,2.5,0,10,40,0,30,30,60,20,10,640
LSOA,E01004232,Tower Hamlets 003C,A,10,2.5,0,0,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01004232,Tower Hamlets 003C,B,10,0,0,0,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01004232,Tower Hamlets 003C,C,60,2.5,0,0,0,0,40,0,0,20,20,10,0,140
LSOA,E01004232,Tower Hamlets 003C,D,70,2.5,0,0,0,10,0,0,10,2.5,20,10,2.5,120
LSOA,E01004232,Tower Hamlets 003C,E,110,10,0,2.5,0,2.5,0,0,10,2.5,20,10,2.5,160
LSOA,E01004232,Tower Hamlets 003C,F,110,2.5,0,0,0,0,0,0,20,2.5,2.5,0,0,130
LSOA,E01004232,Tower Hamlets 003C,G,70,0,0,0,0,0,2.5,0,0,2.5,2.5,0,2.5,80
LSOA,E01004232,Tower Hamlets 003C,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004233,Tower Hamlets 003D,All,2.5,0,10,2.5,20,0,400,190,0,50,60,120,30,890
LSOA,E01004233,Tower Hamlets 003D,A,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01004233,Tower Hamlets 003D,B,2.5,0,0,0,20,0,220,50,0,0,20,0,20,320
LSOA,E01004233,Tower Hamlets 003D,C,0,0,10,0,10,0,190,130,0,20,30,50,20,440
LSOA,E01004233,Tower Hamlets 003D,D,0,0,0,2.5,0,0,0,0,0,20,2.5,50,0,70
LSOA,E01004233,Tower Hamlets 003D,E,0,0,0,0,0,0,0,2.5,0,20,2.5,20,2.5,50
LSOA,E01004233,Tower Hamlets 003D,F,0,0,0,0,0,0,0,0,0,0,0,10,0,10
LSOA,E01004233,Tower Hamlets 003D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004233,Tower Hamlets 003D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004234,Tower Hamlets 003E,All,620,10,20,2.5,90,20,2.5,0,60,30,10,10,20,890
LSOA,E01004234,Tower Hamlets 003E,A,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01004234,Tower Hamlets 003E,B,40,2.5,0,0,60,10,2.5,0,0,2.5,0,2.5,0,110
LSOA,E01004234,Tower Hamlets 003E,C,170,2.5,10,2.5,30,10,2.5,0,30,2.5,0,2.5,2.5,260
LSOA,E01004234,Tower Hamlets 003E,D,100,10,10,2.5,0,0,0,0,30,2.5,10,2.5,10,160
LSOA,E01004234,Tower Hamlets 003E,E,280,2.5,0,0,0,0,2.5,0,2.5,20,2.5,0,0,300
LSOA,E01004234,Tower Hamlets 003E,F,30,2.5,0,0,0,0,0,0,0,10,2.5,0,2.5,40
LSOA,E01004234,Tower Hamlets 003E,G,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01004234,Tower Hamlets 003E,H,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01004235,Tower Hamlets 008A,All,2.5,0,0,310,30,140,2.5,0,30,0,10,0,0,510
LSOA,E01004235,Tower Hamlets 008A,A,0,0,0,10,0,10,0,0,0,0,0,0,0,20
LSOA,E01004235,Tower Hamlets 008A,B,2.5,0,0,280,20,130,2.5,0,0,0,0,0,0,430
LSOA,E01004235,Tower Hamlets 008A,C,0,0,0,10,2.5,0,0,0,30,0,2.5,0,0,50
LSOA,E01004235,Tower Hamlets 008A,D,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01004235,Tower Hamlets 008A,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004235,Tower Hamlets 008A,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004235,Tower Hamlets 008A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004235,Tower Hamlets 008A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004236,Tower Hamlets 008B,All,80,0,50,20,170,30,30,0,20,100,20,10,0,510
LSOA,E01004236,Tower Hamlets 008B,A,2.5,0,2.5,0,2.5,0,0,0,0,0,0,0,0,10
LSOA,E01004236,Tower Hamlets 008B,B,20,0,40,20,140,2.5,0,0,0,0,0,0,0,210
LSOA,E01004236,Tower Hamlets 008B,C,30,0,10,0,20,20,20,0,0,30,10,0,0,130
LSOA,E01004236,Tower Hamlets 008B,D,30,0,0,0,10,10,10,0,20,40,2.5,0,0,120
LSOA,E01004236,Tower Hamlets 008B,E,0,0,0,0,2.5,0,0,0,0,30,10,10,0,40
LSOA,E01004236,Tower Hamlets 008B,F,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01004236,Tower Hamlets 008B,G,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01004236,Tower Hamlets 008B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004237,Tower Hamlets 008C,All,10,0,0,0,20,30,330,70,30,30,70,20,10,630
LSOA,E01004237,Tower Hamlets 008C,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004237,Tower Hamlets 008C,B,2.5,0,0,0,20,0,40,30,10,0,0,0,0,110
LSOA,E01004237,Tower Hamlets 008C,C,10,0,0,0,2.5,30,190,40,10,30,10,10,0,320
LSOA,E01004237,Tower Hamlets 008C,D,2.5,0,0,0,0,0,100,2.5,10,0,50,10,10,180
LSOA,E01004237,Tower Hamlets 008C,E,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5
LSOA,E01004237,Tower Hamlets 008C,F,0,0,0,0,0,0,0,0,0,0,10,2.5,0,20
LSOA,E01004237,Tower Hamlets 008C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004237,Tower Hamlets 008C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004238,Tower Hamlets 008D,All,10,0,0,2.5,320,60,90,10,10,0,330,730,180,"1,740"
LSOA,E01004238,Tower Hamlets 008D,A,10,0,0,0,30,0,0,0,0,0,0,0,0,50
LSOA,E01004238,Tower Hamlets 008D,B,2.5,0,0,2.5,190,20,40,0,0,0,0,0,0,250
LSOA,E01004238,Tower Hamlets 008D,C,2.5,0,0,0,90,30,60,10,10,0,120,270,90,690
LSOA,E01004238,Tower Hamlets 008D,D,2.5,0,0,0,2.5,0,0,0,0,0,190,250,40,490
LSOA,E01004238,Tower Hamlets 008D,E,0,0,0,0,0,0,0,0,0,0,10,150,50,210
LSOA,E01004238,Tower Hamlets 008D,F,0,0,0,0,0,0,0,0,0,0,10,50,0,60
LSOA,E01004238,Tower Hamlets 008D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004238,Tower Hamlets 008D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004239,Tower Hamlets 008E,All,2.5,0,40,0,70,2.5,0,270,80,50,20,0,2.5,540
LSOA,E01004239,Tower Hamlets 008E,A,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01004239,Tower Hamlets 008E,B,2.5,0,30,0,50,0,0,60,0,0,0,0,0,140
LSOA,E01004239,Tower Hamlets 008E,C,0,0,10,0,20,0,0,110,0,2.5,10,0,2.5,150
LSOA,E01004239,Tower Hamlets 008E,D,0,0,0,0,0,2.5,0,90,80,30,2.5,0,0,200
LSOA,E01004239,Tower Hamlets 008E,E,0,0,0,0,0,0,0,20,0,20,0,0,0,40
LSOA,E01004239,Tower Hamlets 008E,F,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01004239,Tower Hamlets 008E,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004239,Tower Hamlets 008E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004240,Tower Hamlets 012A,All,40,0,0,0,0,250,50,210,0,0,10,2.5,2.5,560
LSOA,E01004240,Tower Hamlets 012A,A,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01004240,Tower Hamlets 012A,B,10,0,0,0,0,120,10,50,0,0,0,0,2.5,190
LSOA,E01004240,Tower Hamlets 012A,C,10,0,0,0,0,130,30,150,0,0,2.5,0,0,320
LSOA,E01004240,Tower Hamlets 012A,D,30,0,0,0,0,2.5,0,10,0,0,10,2.5,0,50
LSOA,E01004240,Tower Hamlets 012A,E,0,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0,2.5
LSOA,E01004240,Tower Hamlets 012A,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004240,Tower Hamlets 012A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004240,Tower Hamlets 012A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004241,Tower Hamlets 012B,All,30,10,2.5,2.5,0,270,100,100,10,2.5,40,10,0,570
LSOA,E01004241,Tower Hamlets 012B,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004241,Tower Hamlets 012B,B,2.5,2.5,0,0,0,150,30,50,2.5,2.5,0,0,0,230
LSOA,E01004241,Tower Hamlets 012B,C,2.5,0,0,0,0,120,70,40,0,0,10,0,0,240
LSOA,E01004241,Tower Hamlets 012B,D,10,10,2.5,2.5,0,2.5,0,10,10,0,30,10,0,90
LSOA,E01004241,Tower Hamlets 012B,E,10,0,0,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01004241,Tower Hamlets 012B,F,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01004241,Tower Hamlets 012B,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004241,Tower Hamlets 012B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004242,Tower Hamlets 012C,All,20,10,60,170,20,80,130,2.5,0,70,390,810,10,"1,760"
LSOA,E01004242,Tower Hamlets 012C,A,2.5,0,0,60,0,0,0,0,0,0,0,0,0,60
LSOA,E01004242,Tower Hamlets 012C,B,2.5,2.5,60,100,10,50,10,2.5,0,2.5,30,2.5,0,280
LSOA,E01004242,Tower Hamlets 012C,C,2.5,2.5,0,10,10,30,110,0,0,40,100,300,2.5,600
LSOA,E01004242,Tower Hamlets 012C,D,2.5,0,0,0,0,0,0,0,0,10,210,300,2.5,510
LSOA,E01004242,Tower Hamlets 012C,E,10,0,0,0,0,0,2.5,0,0,20,40,180,2.5,250
LSOA,E01004242,Tower Hamlets 012C,F,0,0,0,0,0,0,0,0,0,0,20,40,0,60
LSOA,E01004242,Tower Hamlets 012C,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004242,Tower Hamlets 012C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004243,Tower Hamlets 020A,All,2.5,0,0,0,30,230,120,0,60,30,110,70,40,690
LSOA,E01004243,Tower Hamlets 020A,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004243,Tower Hamlets 020A,B,0,0,0,0,20,120,90,0,20,10,2.5,0,2.5,270
LSOA,E01004243,Tower Hamlets 020A,C,0,0,0,0,10,100,30,0,30,2.5,40,50,2.5,250
LSOA,E01004243,Tower Hamlets 020A,D,0,0,0,0,0,10,0,0,10,10,60,20,40,150
LSOA,E01004243,Tower Hamlets 020A,E,0,0,0,0,0,0,0,0,0,10,10,0,0,20
LSOA,E01004243,Tower Hamlets 020A,F,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,10
LSOA,E01004243,Tower Hamlets 020A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004243,Tower Hamlets 020A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004244,Tower Hamlets 020B,All,10,10,0,0,50,230,130,40,60,40,90,40,10,710
LSOA,E01004244,Tower Hamlets 020B,A,0,0,0,0,0,2.5,0,0,0,0,20,0,0,20
LSOA,E01004244,Tower Hamlets 020B,B,0,2.5,0,0,10,80,80,20,40,30,20,0,2.5,290
LSOA,E01004244,Tower Hamlets 020B,C,0,0,0,0,10,110,30,20,10,0,10,20,0,200
LSOA,E01004244,Tower Hamlets 020B,D,10,10,0,0,30,30,20,0,20,2.5,30,20,10,160
LSOA,E01004244,Tower Hamlets 020B,E,2.5,0,0,0,2.5,2.5,2.5,0,0,2.5,20,10,2.5,40
LSOA,E01004244,Tower Hamlets 020B,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004244,Tower Hamlets 020B,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004244,Tower Hamlets 020B,H,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01004245,Tower Hamlets 018A,All,80,0,0,60,30,2.5,0,110,0,0,140,60,10,480
LSOA,E01004245,Tower Hamlets 018A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004245,Tower Hamlets 018A,B,30,0,0,50,10,0,0,60,0,0,2.5,0,0,140
LSOA,E01004245,Tower Hamlets 018A,C,20,0,0,20,20,2.5,0,50,0,0,30,20,10,150
LSOA,E01004245,Tower Hamlets 018A,D,40,0,0,0,0,0,0,2.5,0,0,40,20,2.5,100
LSOA,E01004245,Tower Hamlets 018A,E,0,0,0,0,0,0,0,0,0,0,50,20,0,70
LSOA,E01004245,Tower Hamlets 018A,F,0,0,0,0,0,0,0,0,0,0,20,2.5,0,20
LSOA,E01004245,Tower Hamlets 018A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004245,Tower Hamlets 018A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004246,Tower Hamlets 018B,All,170,0,10,10,20,160,20,110,20,50,140,320,40,"1,060"
LSOA,E01004246,Tower Hamlets 018B,A,10,0,0,0,0,2.5,0,0,0,0,0,0,0,10
LSOA,E01004246,Tower Hamlets 018B,B,10,0,0,2.5,0,50,0,70,2.5,10,2.5,0,2.5,140
LSOA,E01004246,Tower Hamlets 018B,C,40,0,2.5,2.5,2.5,50,20,30,2.5,2.5,70,110,10,340
LSOA,E01004246,Tower Hamlets 018B,D,50,0,2.5,2.5,20,60,0,20,20,40,40,140,20,400
LSOA,E01004246,Tower Hamlets 018B,E,40,0,0,0,0,0,0,0,0,0,20,60,2.5,130
LSOA,E01004246,Tower Hamlets 018B,F,20,0,0,0,0,0,0,0,0,0,2.5,20,0,40
LSOA,E01004246,Tower Hamlets 018B,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01004246,Tower Hamlets 018B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004247,Tower Hamlets 020C,All,100,20,0,0,0,370,30,50,20,0,150,150,2.5,900
LSOA,E01004247,Tower Hamlets 020C,A,10,0,0,0,0,2.5,0,0,0,0,0,10,0,20
LSOA,E01004247,Tower Hamlets 020C,B,40,2.5,0,0,0,70,0,30,0,0,10,0,0,150
LSOA,E01004247,Tower Hamlets 020C,C,50,20,0,0,0,270,30,20,10,0,40,50,2.5,490
LSOA,E01004247,Tower Hamlets 020C,D,10,0,0,0,0,40,0,0,10,0,90,50,2.5,190
LSOA,E01004247,Tower Hamlets 020C,E,0,0,0,0,0,0,0,0,2.5,0,10,30,0,40
LSOA,E01004247,Tower Hamlets 020C,F,0,0,0,0,0,0,0,0,0,0,0,10,0,10
LSOA,E01004247,Tower Hamlets 020C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004247,Tower Hamlets 020C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004248,Tower Hamlets 018C,All,10,0,0,0,80,20,110,50,0,20,140,40,2.5,480
LSOA,E01004248,Tower Hamlets 018C,A,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01004248,Tower Hamlets 018C,B,0,0,0,0,20,2.5,0,10,0,0,50,2.5,2.5,80
LSOA,E01004248,Tower Hamlets 018C,C,0,0,0,0,70,20,110,50,0,0,60,10,2.5,310
LSOA,E01004248,Tower Hamlets 018C,D,0,0,0,0,0,0,2.5,0,0,10,10,10,0,30
LSOA,E01004248,Tower Hamlets 018C,E,0,0,0,0,0,0,0,0,0,10,10,10,0,40
LSOA,E01004248,Tower Hamlets 018C,F,0,0,0,0,0,0,0,0,0,0,0,10,0,10
LSOA,E01004248,Tower Hamlets 018C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004248,Tower Hamlets 018C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004249,Tower Hamlets 018D,All,60,2.5,0,0,10,60,120,340,50,20,140,30,10,830
LSOA,E01004249,Tower Hamlets 018D,A,0,0,0,0,0,10,0,0,0,0,0,0,0,10
LSOA,E01004249,Tower Hamlets 018D,B,20,2.5,0,0,0,40,60,100,30,0,10,10,2.5,250
LSOA,E01004249,Tower Hamlets 018D,C,30,0,0,0,10,10,60,240,20,10,30,10,2.5,410
LSOA,E01004249,Tower Hamlets 018D,D,10,0,0,0,0,10,2.5,0,10,0,40,10,2.5,80
LSOA,E01004249,Tower Hamlets 018D,E,0,0,0,0,0,2.5,0,0,0,10,60,10,0,80
LSOA,E01004249,Tower Hamlets 018D,F,2.5,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01004249,Tower Hamlets 018D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004249,Tower Hamlets 018D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004250,Tower Hamlets 020D,All,2.5,0,0,2.5,50,340,100,20,20,80,280,20,10,920
LSOA,E01004250,Tower Hamlets 020D,A,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01004250,Tower Hamlets 020D,B,2.5,0,0,0,0,300,20,0,0,0,10,0,0,330
LSOA,E01004250,Tower Hamlets 020D,C,0,0,0,2.5,50,40,80,0,20,20,60,10,2.5,270
LSOA,E01004250,Tower Hamlets 020D,D,0,0,0,0,10,0,0,20,0,30,200,10,10,260
LSOA,E01004250,Tower Hamlets 020D,E,0,0,0,0,0,0,0,0,2.5,20,10,10,0,40
LSOA,E01004250,Tower Hamlets 020D,F,0,0,0,0,0,0,0,0,0,2.5,10,2.5,0,10
LSOA,E01004250,Tower Hamlets 020D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004250,Tower Hamlets 020D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004251,Tower Hamlets 023A,All,60,20,0,0,80,240,0,190,100,10,70,2.5,10,780
LSOA,E01004251,Tower Hamlets 023A,A,10,0,0,0,0,2.5,0,0,2.5,0,0,0,2.5,10
LSOA,E01004251,Tower Hamlets 023A,B,10,2.5,0,0,80,190,0,50,40,0,0,0,0,370
LSOA,E01004251,Tower Hamlets 023A,C,10,2.5,0,0,0,30,0,140,60,10,10,0,0,270
LSOA,E01004251,Tower Hamlets 023A,D,30,10,0,0,0,20,0,0,0,2.5,40,2.5,10,120
LSOA,E01004251,Tower Hamlets 023A,E,2.5,0,0,0,0,0,0,0,0,0,10,0,0,20
LSOA,E01004251,Tower Hamlets 023A,F,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01004251,Tower Hamlets 023A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01004251,Tower Hamlets 023A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
