G,ECODE,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01033587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033588,0,2.5,0,0,0,150,200,0,10,20,300,0,0,670
LSOA,E01033588,0,2.5,0,0,0,50,30,0,0,0,0,0,0,90
LSOA,E01033588,0,0,0,0,0,90,170,0,10,10,2.5,0,0,280
LSOA,E01033588,0,0,0,0,0,10,0,0,0,0,300,0,0,300
LSOA,E01033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033588,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01033588,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01033589,40,130,10,2.5,0,0,10,2.5,20,0,510,2.5,2.5,710
LSOA,E01033589,30,60,0,0,0,0,0,0,0,0,0,2.5,2.5,80
LSOA,E01033589,10,60,2.5,2.5,0,0,10,2.5,10,0,20,2.5,2.5,110
LSOA,E01033589,0,10,2.5,0,0,0,0,0,10,0,160,0,0,180
LSOA,E01033589,0,2.5,0,0,0,0,0,0,0,0,330,0,0,330
LSOA,E01033589,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01033589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033589,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033590,10,2.5,30,20,10,10,0,0,0,40,250,0,2.5,370
LSOA,E01033590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033590,0,0,0,0,0,2.5,0,0,0,0,30,0,0,30
LSOA,E01033590,10,0,0,2.5,0,0,0,0,0,10,220,0,2.5,240
LSOA,E01033590,0,0,30,20,10,10,0,0,0,20,10,0,0,90
LSOA,E01033590,0,0,0,0,0,2.5,0,0,0,10,0,0,0,20
LSOA,E01033590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033590,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033591,410,140,10,10,2.5,50,2.5,0,0,0,80,10,2.5,710
LSOA,E01033591,2.5,10,0,0,0,20,0,0,0,0,2.5,0,0,40
LSOA,E01033591,60,40,2.5,2.5,0,2.5,0,0,0,0,50,0,2.5,170
LSOA,E01033591,320,60,2.5,2.5,2.5,20,2.5,0,0,0,30,10,0,450
LSOA,E01033591,30,20,0,2.5,0,2.5,0,0,0,0,2.5,0,0,50
LSOA,E01033591,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033591,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033592,0,0,10,190,100,10,0,0,50,180,160,2.5,2.5,700
LSOA,E01033592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033592,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01033592,0,0,0,0,2.5,10,0,0,10,30,80,0,0,130
LSOA,E01033592,0,0,10,190,90,0,0,0,30,70,10,0,0,410
LSOA,E01033592,0,0,2.5,2.5,2.5,0,0,0,10,60,60,2.5,2.5,140
LSOA,E01033592,0,0,0,0,0,0,0,0,0,10,0,0,0,10
LSOA,E01033592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033593,2.5,0,0,50,0,0,0,0,0,0,510,390,2.5,950
LSOA,E01033593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033593,0,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01033593,0,0,0,30,0,0,0,0,0,0,2.5,0,2.5,30
LSOA,E01033593,0,0,0,20,0,0,0,0,0,0,20,50,0,90
LSOA,E01033593,2.5,0,0,0,0,0,0,0,0,0,120,70,0,180
LSOA,E01033593,0,0,0,0,0,0,0,0,0,0,180,110,0,300
LSOA,E01033593,2.5,0,0,0,0,0,0,0,0,0,180,160,2.5,330
LSOA,E01033593,0,0,0,0,0,0,0,0,0,0,10,10,0,20
LSOA,E01033594,510,2.5,0,20,0,140,10,20,30,2.5,190,10,10,950
LSOA,E01033594,30,0,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01033594,20,0,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01033594,60,0,0,0,0,80,0,0,2.5,0,0,0,0,140
LSOA,E01033594,170,2.5,0,2.5,0,2.5,2.5,0,10,0,0,0,0,190
LSOA,E01033594,100,0,0,2.5,0,20,2.5,2.5,2.5,0,80,0,2.5,210
LSOA,E01033594,40,0,0,10,0,10,2.5,2.5,2.5,0,50,0,2.5,110
LSOA,E01033594,80,2.5,0,2.5,0,10,10,10,20,2.5,50,2.5,10,180
LSOA,E01033594,20,0,0,0,0,30,2.5,2.5,0,2.5,20,2.5,0,90
LSOA,E01033595,580,20,2.5,2.5,0,10,20,20,50,60,70,40,30,890
LSOA,E01033595,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033595,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033595,10,0,2.5,0,0,0,0,0,0,0,0,0,10,20
LSOA,E01033595,100,0,2.5,0,0,0,0,2.5,0,0,2.5,2.5,2.5,110
LSOA,E01033595,180,2.5,2.5,0,0,0,2.5,20,2.5,2.5,10,2.5,10,230
LSOA,E01033595,100,2.5,2.5,0,0,2.5,2.5,0,20,10,20,10,2.5,170
LSOA,E01033595,90,10,0,0,0,10,10,2.5,20,30,20,20,10,220
LSOA,E01033595,90,2.5,0,2.5,0,0,2.5,2.5,10,20,20,2.5,2.5,140
LSOA,E01033596,330,40,0,0,0,60,110,100,60,70,40,60,10,870
LSOA,E01033596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033596,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01033596,10,0,0,0,0,0,2.5,2.5,10,0,0,0,2.5,20
LSOA,E01033596,70,10,0,0,0,60,100,60,2.5,0,2.5,0,2.5,300
LSOA,E01033596,120,0,0,0,0,0,10,10,20,10,10,10,0,190
LSOA,E01033596,60,20,0,0,0,2.5,2.5,20,30,10,10,10,10,170
LSOA,E01033596,50,10,0,0,0,2.5,0,10,2.5,30,10,20,2.5,120
LSOA,E01033596,20,2.5,0,0,0,0,0,2.5,0,20,2.5,10,2.5,60
LSOA,E01033597,310,0,0,0,110,0,0,0,0,0,290,140,2.5,840
LSOA,E01033597,90,0,0,0,0,0,0,0,0,0,0,0,0,90
LSOA,E01033597,90,0,0,0,30,0,0,0,0,0,0,0,0,120
LSOA,E01033597,110,0,0,0,70,0,0,0,0,0,0,0,0,180
LSOA,E01033597,10,0,0,0,0,0,0,0,0,0,0,30,0,30
LSOA,E01033597,10,0,0,0,2.5,0,0,0,0,0,130,40,0,170
LSOA,E01033597,2.5,0,0,0,2.5,0,0,0,0,0,80,40,0,120
LSOA,E01033597,2.5,0,0,0,2.5,0,0,0,0,0,70,30,2.5,100
LSOA,E01033597,2.5,0,0,0,2.5,0,0,0,0,0,20,2.5,0,20
LSOA,E01033598,40,0,70,80,40,0,0,150,0,10,170,0,2.5,570
LSOA,E01033598,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033598,10,0,0,0,0,0,0,80,0,0,30,0,0,120
LSOA,E01033598,10,0,0,40,10,0,0,10,0,0,30,0,0,90
LSOA,E01033598,10,0,70,40,30,0,0,30,0,10,20,0,0,200
LSOA,E01033598,20,0,0,0,0,0,0,30,0,2.5,40,0,0,80
LSOA,E01033598,2.5,0,0,0,0,0,0,0,0,0,10,0,2.5,10
LSOA,E01033598,0,0,10,0,0,0,0,0,0,0,50,0,2.5,60
LSOA,E01033598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033599,220,0,110,0,0,0,0,0,0,0,270,100,2.5,700
LSOA,E01033599,30,0,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01033599,30,0,30,0,0,0,0,0,0,0,0,0,0,60
LSOA,E01033599,170,0,80,0,0,0,0,0,0,0,0,0,0,250
LSOA,E01033599,0,0,0,0,0,0,0,0,0,0,100,10,2.5,110
LSOA,E01033599,0,0,0,0,0,0,0,0,0,0,90,40,0,130
LSOA,E01033599,0,0,0,0,0,0,0,0,0,0,70,20,0,90
LSOA,E01033599,2.5,0,0,0,0,0,0,0,0,0,0,20,0,20
LSOA,E01033599,0,0,0,0,0,0,0,0,0,0,0,10,0,10
LSOA,E01033600,540,0,0,0,0,0,0,30,40,40,2.5,0,10,660
LSOA,E01033600,2.5,0,0,0,0,0,0,0,2.5,2.5,0,0,10,10
LSOA,E01033600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033600,40,0,0,0,0,0,0,0,0,0,0,0,0,40
LSOA,E01033600,120,0,0,0,0,0,0,2.5,0,0,0,0,0,120
LSOA,E01033600,170,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,180
LSOA,E01033600,90,0,0,0,0,0,0,10,0,0,2.5,0,0,100
LSOA,E01033600,80,0,0,0,0,0,0,20,40,40,0,0,0,170
LSOA,E01033600,40,0,0,0,0,0,0,2.5,0,2.5,0,0,0,40
LSOA,E01033601,110,0,0,70,0,10,0,170,80,10,70,0,110,630
LSOA,E01033601,0,0,0,0,0,0,0,0,10,0,0,0,0,10
LSOA,E01033601,0,0,0,10,0,0,0,50,10,0,0,0,0,60
LSOA,E01033601,10,0,0,40,0,2.5,0,70,10,0,30,0,80,250
LSOA,E01033601,30,0,0,20,0,10,0,40,10,10,20,0,20,150
LSOA,E01033601,50,0,0,10,0,0,0,10,10,2.5,2.5,0,2.5,80
LSOA,E01033601,10,0,0,0,0,0,0,10,40,2.5,2.5,0,0,60
LSOA,E01033601,10,0,0,0,0,0,0,2.5,2.5,2.5,10,0,2.5,20
LSOA,E01033601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033602,30,100,20,10,90,40,120,90,0,50,100,0,10,640
LSOA,E01033602,0,0,0,0,0,0,20,0,0,0,0,0,0,20
LSOA,E01033602,10,2.5,0,0,0,0,50,0,0,0,0,0,0,60
LSOA,E01033602,10,60,0,10,0,10,10,30,0,20,10,0,10,160
LSOA,E01033602,10,30,20,2.5,90,20,40,50,0,20,60,0,2.5,340
LSOA,E01033602,2.5,0,0,0,0,10,0,20,0,2.5,20,0,2.5,60
LSOA,E01033602,2.5,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,10
LSOA,E01033602,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033603,280,140,20,0,20,20,10,60,30,10,60,2.5,10,650
LSOA,E01033603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033603,20,2.5,0,0,0,0,0,2.5,0,0,0,0,0,20
LSOA,E01033603,90,30,2.5,0,10,10,10,20,2.5,2.5,2.5,0,0,170
LSOA,E01033603,90,60,10,0,10,10,2.5,20,2.5,10,20,0,2.5,240
LSOA,E01033603,70,20,0,0,2.5,0,0,10,20,2.5,30,0,2.5,140
LSOA,E01033603,20,30,0,0,0,0,0,0,10,0,10,0,0,60
LSOA,E01033603,2.5,10,0,0,0,0,0,2.5,0,0,0,2.5,2.5,10
LSOA,E01033603,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01033604,470,20,10,20,0,0,10,2.5,10,50,40,10,10,630
LSOA,E01033604,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01033604,50,10,0,0,0,0,0,0,0,0,0,0,2.5,60
LSOA,E01033604,230,10,0,10,0,0,0,0,0,10,2.5,0,2.5,270
LSOA,E01033604,90,2.5,0,2.5,0,0,2.5,2.5,0,20,10,0,0,120
LSOA,E01033604,60,0,10,0,0,0,2.5,0,0,30,2.5,10,2.5,110
LSOA,E01033604,20,0,0,0,0,0,0,0,0,2.5,10,2.5,0,30
LSOA,E01033604,10,0,0,0,0,0,0,2.5,10,0,10,0,0,30
LSOA,E01033604,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01033605,20,0,0,330,50,130,210,10,0,60,40,10,2.5,860
LSOA,E01033605,2.5,0,0,0,0,0,20,0,0,0,0,0,0,20
LSOA,E01033605,10,0,0,0,0,10,50,0,0,0,0,0,0,60
LSOA,E01033605,2.5,0,0,150,10,100,20,10,0,40,0,0,0,320
LSOA,E01033605,2.5,0,0,170,40,20,100,0,0,2.5,10,0,2.5,350
LSOA,E01033605,2.5,0,0,10,0,10,20,0,0,2.5,10,0,0,50
LSOA,E01033605,2.5,0,0,0,0,0,0,0,0,2.5,10,2.5,0,20
LSOA,E01033605,2.5,0,0,0,0,0,0,0,0,10,20,2.5,0,30
LSOA,E01033605,0,0,0,0,0,0,0,0,0,10,0,0,0,10
LSOA,E01033606,570,0,0,0,0,0,0,0,30,2.5,2.5,0,10,610
LSOA,E01033606,50,0,0,0,0,0,0,0,0,0,0,0,0,50
LSOA,E01033606,70,0,0,0,0,0,0,0,0,0,0,0,0,70
LSOA,E01033606,100,0,0,0,0,0,0,0,0,0,2.5,0,0,100
LSOA,E01033606,180,0,0,0,0,0,0,0,2.5,0,0,0,2.5,180
LSOA,E01033606,110,0,0,0,0,0,0,0,10,0,0,0,2.5,120
LSOA,E01033606,50,0,0,0,0,0,0,0,10,0,0,0,2.5,50
LSOA,E01033606,10,0,0,0,0,0,0,0,10,2.5,2.5,0,0,20
LSOA,E01033606,10,0,0,0,0,0,0,0,0,2.5,0,0,2.5,10
LSOA,E01033607,490,0,0,0,0,40,40,20,0,10,2.5,2.5,2.5,610
LSOA,E01033607,10,0,0,0,0,0,20,0,0,0,0,0,0,30
LSOA,E01033607,30,0,0,0,0,10,0,0,0,0,0,0,0,40
LSOA,E01033607,140,0,0,0,0,2.5,2.5,10,0,0,2.5,0,0,150
LSOA,E01033607,140,0,0,0,0,30,10,10,0,2.5,0,0,0,190
LSOA,E01033607,50,0,0,0,0,10,2.5,0,0,10,0,0,0,70
LSOA,E01033607,30,0,0,0,0,0,0,0,0,2.5,0,0,2.5,30
LSOA,E01033607,30,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,40
LSOA,E01033607,80,0,0,0,0,0,0,2.5,0,0,2.5,0,2.5,80
LSOA,E01033608,640,10,0,0,0,2.5,0,0,0,50,2.5,0,2.5,700
LSOA,E01033608,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033608,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01033608,60,0,0,0,0,0,0,0,0,0,0,0,0,60
LSOA,E01033608,110,2.5,0,0,0,0,0,0,0,0,0,0,0,110
LSOA,E01033608,180,2.5,0,0,0,0,0,0,0,2.5,0,0,0,180
LSOA,E01033608,100,0,0,0,0,0,0,0,0,2.5,0,0,0,100
LSOA,E01033608,150,2.5,0,0,0,2.5,0,0,0,40,0,0,2.5,200
LSOA,E01033608,30,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,30
LSOA,E01033698,10,0,0,0,0,0,110,0,10,240,160,0,0,540
LSOA,E01033698,10,0,0,0,0,0,40,0,0,0,0,0,0,50
LSOA,E01033698,0,0,0,0,0,0,80,0,0,110,20,0,0,210
LSOA,E01033698,0,0,0,0,0,0,0,0,2.5,50,50,0,0,100
LSOA,E01033698,0,0,0,0,0,0,0,0,2.5,40,70,0,0,110
LSOA,E01033698,0,0,0,0,0,0,0,0,10,30,20,0,0,60
LSOA,E01033698,0,0,0,0,0,0,0,0,0,10,0,0,0,10
LSOA,E01033698,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01033698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033699,330,70,10,2.5,20,0,0,0,20,20,70,2.5,20,560
LSOA,E01033699,20,2.5,0,0,10,0,0,0,0,0,0,0,10,50
LSOA,E01033699,120,20,10,0,10,0,0,0,0,10,20,0,2.5,190
LSOA,E01033699,90,10,0,0,2.5,0,0,0,20,0,20,2.5,0,150
LSOA,E01033699,60,10,0,2.5,0,0,0,0,0,10,20,0,2.5,100
LSOA,E01033699,20,20,0,0,2.5,0,0,0,0,0,10,0,0,50
LSOA,E01033699,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01033699,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01033699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033700,150,30,90,2.5,10,2.5,0,110,10,30,290,350,20,1080
LSOA,E01033700,30,20,10,0,0,0,0,0,0,0,0,0,10,70
LSOA,E01033700,50,2.5,2.5,0,10,2.5,0,10,0,10,2.5,2.5,2.5,80
LSOA,E01033700,60,2.5,30,0,0,0,0,20,10,20,120,90,2.5,350
LSOA,E01033700,10,0,40,0,0,0,0,80,0,0,120,250,2.5,500
LSOA,E01033700,0,0,10,0,0,0,0,0,0,0,60,10,0,80
LSOA,E01033700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033700,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01033701,10,40,2.5,200,440,10,20,10,0,10,0,640,10,1380
LSOA,E01033701,2.5,20,0,110,290,2.5,0,0,0,0,0,0,2.5,420
LSOA,E01033701,2.5,10,0,70,140,2.5,0,2.5,0,0,0,0,2.5,230
LSOA,E01033701,2.5,2.5,0,20,10,10,0,10,0,0,0,220,2.5,270
LSOA,E01033701,0,2.5,2.5,0,0,0,20,0,0,10,0,330,2.5,360
LSOA,E01033701,0,0,0,0,0,0,0,0,0,0,0,80,0,80
LSOA,E01033701,2.5,2.5,0,2.5,0,0,0,0,0,0,0,10,0,10
LSOA,E01033701,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033702,20,2.5,30,0,50,0,0,40,130,0,210,40,0,520
LSOA,E01033702,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033702,0,0,20,0,10,0,0,10,2.5,0,0,0,0,30
LSOA,E01033702,0,2.5,10,0,0,0,0,30,110,0,80,10,0,240
LSOA,E01033702,10,0,0,0,40,0,0,0,20,0,100,20,0,190
LSOA,E01033702,10,0,0,0,0,0,0,0,0,0,30,20,0,50
LSOA,E01033702,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033703,250,110,0,0,10,2.5,50,10,120,30,40,10,10,640
LSOA,E01033703,30,10,0,0,0,0,0,0,0,0,0,0,2.5,40
LSOA,E01033703,80,30,0,0,0,0,0,0,60,0,10,0,2.5,180
LSOA,E01033703,110,60,0,0,2.5,2.5,50,0,50,30,10,2.5,2.5,320
LSOA,E01033703,20,10,0,0,0,0,0,10,20,0,10,10,2.5,70
LSOA,E01033703,2.5,2.5,0,0,2.5,0,0,0,0,0,20,2.5,0,30
LSOA,E01033703,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01033703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033703,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033704,170,110,10,2.5,40,2.5,0,2.5,10,30,470,40,10,900
LSOA,E01033704,30,20,0,0,10,0,0,0,0,2.5,2.5,0,0,70
LSOA,E01033704,50,10,2.5,0,10,0,0,0,0,2.5,20,2.5,2.5,100
LSOA,E01033704,40,20,10,0,10,2.5,0,2.5,10,10,200,20,2.5,320
LSOA,E01033704,30,50,0,0,10,0,0,0,2.5,20,200,20,2.5,330
LSOA,E01033704,10,10,0,2.5,10,0,0,0,0,10,40,2.5,2.5,80
LSOA,E01033704,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,10
LSOA,E01033704,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033705,40,20,20,10,0,0,2.5,110,30,10,300,0,2.5,530
LSOA,E01033705,0,0,0,0,0,0,0,10,0,0,0,0,0,10
LSOA,E01033705,10,2.5,20,10,0,0,2.5,10,0,0,10,0,0,60
LSOA,E01033705,10,20,2.5,2.5,0,0,0,90,20,10,130,0,2.5,280
LSOA,E01033705,20,2.5,0,2.5,0,0,2.5,0,2.5,10,120,0,0,160
LSOA,E01033705,2.5,0,0,0,0,0,0,0,0,0,40,0,0,40
LSOA,E01033705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033706,200,80,10,110,50,2.5,40,0,2.5,30,290,250,10,1070
LSOA,E01033706,20,30,0,2.5,2.5,0,0,0,0,0,2.5,220,2.5,280
LSOA,E01033706,40,20,2.5,70,10,0,40,0,0,0,10,0,2.5,190
LSOA,E01033706,50,10,2.5,30,10,0,0,0,0,0,50,2.5,2.5,160
LSOA,E01033706,50,2.5,2.5,2.5,20,2.5,0,0,2.5,0,140,10,2.5,240
LSOA,E01033706,30,20,0,0,2.5,0,0,0,0,20,60,10,0,140
LSOA,E01033706,10,2.5,0,0,0,0,0,0,0,2.5,20,2.5,2.5,40
LSOA,E01033706,10,2.5,0,0,0,0,0,0,0,0,10,2.5,0,20
LSOA,E01033706,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01033707,190,20,10,2.5,20,2.5,2.5,10,0,190,130,10,20,600
LSOA,E01033707,30,2.5,2.5,0,2.5,2.5,0,0,0,0,2.5,0,2.5,30
LSOA,E01033707,40,10,2.5,0,2.5,0,0,0,0,20,10,0,10,90
LSOA,E01033707,40,2.5,2.5,0,10,0,0,10,0,80,90,2.5,2.5,240
LSOA,E01033707,40,10,10,0,2.5,0,2.5,0,0,70,30,2.5,2.5,150
LSOA,E01033707,30,2.5,0,2.5,2.5,0,0,2.5,0,20,2.5,0,2.5,70
LSOA,E01033707,10,0,0,0,2.5,0,0,0,0,0,0,0,0,10
LSOA,E01033707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033708,470,190,10,2.5,70,20,2.5,0,20,30,150,30,10,1010
LSOA,E01033708,10,10,0,2.5,2.5,0,0,0,0,0,0,0,0,20
LSOA,E01033708,50,10,0,2.5,0,10,0,0,0,2.5,0,0,2.5,80
LSOA,E01033708,170,50,2.5,0,30,10,2.5,0,0,2.5,30,2.5,10,300
LSOA,E01033708,150,60,2.5,0,30,2.5,0,0,2.5,30,60,10,2.5,340
LSOA,E01033708,50,20,2.5,2.5,2.5,0,0,0,10,10,50,10,0,160
LSOA,E01033708,20,20,0,0,10,0,0,0,2.5,0,10,10,2.5,80
LSOA,E01033708,10,10,0,0,2.5,0,0,0,0,0,10,2.5,0,30
LSOA,E01033708,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01033709,60,2.5,0,80,150,50,50,0,0,60,330,40,10,830
LSOA,E01033709,2.5,0,0,2.5,10,2.5,0,0,0,0,0,0,0,20
LSOA,E01033709,2.5,0,0,60,60,50,10,0,0,40,90,0,10,310
LSOA,E01033709,20,0,0,30,80,2.5,40,0,0,10,20,10,0,200
LSOA,E01033709,30,0,0,0,2.5,0,0,0,0,10,130,10,0,180
LSOA,E01033709,2.5,0,0,0,0,0,2.5,0,0,2.5,60,10,0,80
LSOA,E01033709,2.5,2.5,0,0,0,0,0,0,0,0,30,10,0,40
LSOA,E01033709,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01033709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033710,0,0,2.5,20,0,0,0,10,90,0,400,0,0,520
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033710,0,0,2.5,20,0,0,0,0,0,0,0,0,0,20
LSOA,E01033710,0,0,2.5,2.5,0,0,0,10,90,0,170,0,0,280
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,190,0,0,190
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,40,0,0,40
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033711,120,30,0,90,40,80,20,10,0,10,270,180,550,1390
LSOA,E01033711,2.5,0,0,0,0,20,0,0,0,0,140,130,550,840
LSOA,E01033711,0,0,0,0,0,10,0,0,0,0,30,0,0,40
LSOA,E01033711,30,20,0,90,2.5,50,20,0,0,0,40,0,2.5,250
LSOA,E01033711,60,20,0,0,2.5,0,0,0,0,10,20,20,2.5,140
LSOA,E01033711,10,0,0,0,20,0,0,0,0,0,30,30,0,90
LSOA,E01033711,10,0,0,0,10,2.5,0,2.5,0,0,2.5,0,0,20
LSOA,E01033711,0,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,10
LSOA,E01033711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033712,200,30,50,150,10,60,20,0,10,10,110,20,10,660
LSOA,E01033712,10,10,2.5,0,2.5,10,0,0,0,0,0,0,2.5,30
LSOA,E01033712,60,10,30,140,2.5,50,0,0,2.5,0,2.5,2.5,10,300
LSOA,E01033712,50,10,2.5,10,2.5,10,20,0,2.5,2.5,30,2.5,0,130
LSOA,E01033712,80,2.5,10,0,0,0,2.5,0,2.5,2.5,70,10,2.5,170
LSOA,E01033712,10,2.5,2.5,0,0,0,0,0,2.5,2.5,20,2.5,0,30
LSOA,E01033712,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01033712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01033713,420,30,2.5,0,20,2.5,0,0,0,20,90,10,2.5,590
LSOA,E01033713,30,2.5,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01033713,100,10,2.5,0,10,0,0,0,0,2.5,20,0,2.5,140
LSOA,E01033713,180,20,0,0,10,0,0,0,0,10,40,2.5,2.5,250
LSOA,E01033713,70,2.5,0,0,0,2.5,0,0,0,2.5,30,10,0,110
LSOA,E01033713,30,2.5,0,0,0,0,0,0,0,2.5,10,0,0,50
LSOA,E01033713,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01033713,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,10
LSOA,E01033713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
